,Ax,Ay,Az,Position
0,0.2967515520699461,0.16419965215376414,0.038258119838914535,Idle
0,0.2983163927771922,0.13987752656317537,0.03663330519811245,Idle
0,0.32993743459311603,0.12766455061176765,0.03461883916198505,Idle
0,0.3377772446620929,0.15025323119712622,0.03667901579702966,Idle
0,0.34298325925794065,0.1587628127571786,0.0403758759224626,Idle
0,0.3638155333695146,0.1427439671036884,0.039383937026363815,Idle
0,0.31295046889293704,0.13934611407060526,0.037943691094221965,Idle
0,0.33821415317038594,0.14944022066521354,0.03493155515591786,Idle
0,0.29971733768269787,0.1691450842251952,0.0396859968114496,Idle
0,0.3620490407379791,0.1675003113292556,0.04284118092331073,Idle
0,0.34888314930843123,0.1466194620898178,0.03615496375063736,Idle
0,0.2819403326187291,0.1406750047708865,0.044493286139551017,Idle
0,0.37143705614440803,0.14062654168245903,0.036380911205191574,Idle
0,0.369135927250187,0.13413011533300503,0.038246111602000636,Idle
0,0.2831683302886407,0.16766122823542817,0.04209979591298557,Idle
0,0.3274272308324434,0.15981919152960988,0.04301275274085034,Idle
0,0.2997077238006423,0.1683253714613541,0.04082915069580316,Idle
0,0.306617692952507,0.14306455436497417,0.03590568368913858,Idle
0,0.28092264118323695,0.16578701184702044,0.03417170708241803,Idle
0,0.33893558779075444,0.17010404812284083,0.040952951733056964,Idle
0,0.3212713466481091,0.17033803526430677,0.041976140404402174,Idle
0,0.297314588418403,0.14403617134301114,0.044400495706922116,Idle
0,0.2824165763047108,0.13285110108322137,0.038773395467886634,Idle
0,0.328139617107316,0.16424440311069524,0.03438561541217698,Idle
0,0.3755524652824611,0.14792499843819334,0.03815009314628873,Idle
0,0.3350691030547519,0.13809734177615013,0.035101349142362716,Idle
0,0.37735839023075307,0.17041641355576506,0.04055548700538052,Idle
0,0.36952546089925087,0.13528290654309624,0.043257311668010716,Idle
0,0.3413509672777962,0.14662413666357504,0.03818947612719523,Idle
0,0.3223302938698305,0.13871595460369793,0.04360810891774206,Idle
0,0.2879466532212923,0.15431071340510735,0.03817260767387403,Idle
0,0.3243752773563302,0.1373905750772626,0.04433323467299542,Idle
0,0.3554444436825559,0.1667192400204889,0.03512549567833281,Idle
0,0.35331976175728985,0.13081661152943724,0.043585273538746104,Idle
0,0.34958087911054037,0.14773656839426472,0.04321660421652607,Idle
0,0.35396714274116453,0.16485051378157417,0.03630783469620208,Idle
0,0.31778720999847115,0.14658552551581636,0.034488572151469284,Idle
0,0.297985335570042,0.1639278330254347,0.03623107182536093,Idle
0,0.3488856261897612,0.1325751528622734,0.042936017474243623,Idle
0,0.2857224941130938,0.14836603942017915,0.03759836075462493,Idle
0,0.2826839529886002,0.13204820718196988,0.044257145467879434,Idle
0,0.3271326182287544,0.15136627113601925,0.04427609233103119,Idle
0,0.3174394510555834,0.16630408280961487,0.0340317863037586,Idle
0,0.3324046730624173,0.13630917620587177,0.04426086117517392,Idle
0,0.37595920958452905,0.1384553991095731,0.042846275208338634,Idle
0,0.32240357274492515,0.16364548360798764,0.035078420038061525,Idle
0,0.33986041938025435,0.1469334988321188,0.04329191091840835,Idle
0,0.3117421576468892,0.16210709300319817,0.04503674422263074,Idle
0,0.3548091159779783,0.14973503851073505,0.03448458061568534,Idle
0,0.33425551646599455,0.14508265597010536,0.041503408986821325,Idle
0,0.3440917261700692,0.13785867515101916,0.036688453434452796,Idle
0,0.3438835444410146,0.13114170156293575,0.04077962885726285,Idle
0,0.3348369175441743,0.16785063049634796,0.03782413417046921,Idle
0,0.3597964414928584,0.15173493986929915,0.036034963110032806,Idle
0,0.2928374099486307,0.15835467950318652,0.042348898960731934,Idle
0,0.37895392362766,0.15674077322254487,0.04331985911351222,Idle
0,0.2883469503376752,0.1667907443104025,0.034287529577278895,Idle
0,0.37369408112007346,0.14569284218806114,0.03697237315108035,Idle
0,0.33546685791908637,0.16992525803004352,0.041945423363528786,Idle
0,0.3754798523637565,0.1579573117933782,0.035133106781646675,Idle
0,0.2889834808446807,0.14433285754877656,0.03740412948199714,Idle
0,0.2935121090081281,0.14300683905463982,0.04114786348790994,Idle
0,0.3091645874365809,0.17135034549901149,0.03925857094656955,Idle
0,0.36996001640193665,0.13561653819213362,0.03510204772112414,Idle
0,0.3446790457666902,0.14970598093212495,0.03993210355120439,Idle
0,0.35009416317140074,0.12996672912074234,0.04104794129988676,Idle
0,0.3322059947344935,0.1449797221214265,0.036875516677635854,Idle
0,0.2951917842816634,0.14378515035148762,0.03728089998299682,Idle
0,0.31250327989942417,0.15732150915006862,0.037773745536317946,Idle
0,0.3474927175542494,0.16634370636615292,0.043394569358489565,Idle
0,0.28754161483619306,0.17160912870375805,0.03735552570741183,Idle
0,0.37195225861326076,0.16199053102224967,0.04499124970849619,Idle
0,0.3513858466735706,0.15900569591948954,0.03725747231381363,Idle
0,0.3780242082292579,0.14259171643602364,0.03511233716868318,Idle
0,0.3386149382844438,0.14791496137022817,0.037267724293212005,Idle
0,0.35125425337994715,0.15035993484902876,0.03579521646891265,Idle
0,0.2905177030263306,0.15760020177375186,0.041937432283364905,Idle
0,0.33034681684723405,0.157561501524658,0.04320719563975116,Idle
0,0.28957184990619916,0.15333223060815201,0.035552911703018594,Idle
0,0.29476743841048586,0.13188568484974686,0.04063358300845279,Idle
0,0.31911613888651563,0.1632443508882093,0.03683983582310997,Idle
0,0.3436002398910188,0.15312437835160966,0.045462670872898764,Idle
0,0.2992911359580783,0.14620937130239461,0.038696996275289414,Idle
0,0.36786365288562956,0.1305116999544864,0.04145423627698472,Idle
0,0.3767423543088196,0.13475144687509788,0.041301186065993124,Idle
0,0.33302585938419876,0.15489155259000614,0.03970000797687253,Idle
0,0.32644532934041653,0.1511297911314737,0.042567748705067174,Idle
0,0.3598889335010271,0.12834572991244644,0.03633717481604895,Idle
0,0.3082547803063472,0.14072555511184986,0.037868490687073146,Idle
0,0.36356602207787464,0.14689864891839344,0.036884345502530946,Idle
0,0.34685826002671033,0.16271629534199047,0.034578141319414626,Idle
0,0.3245884716282868,0.16909648118567308,0.03540308826190297,Idle
0,0.28888373382625815,0.15282900463804897,0.04135091523753768,Idle
0,0.37237660197332845,0.15128259487433826,0.04031268904997759,Idle
0,0.3065788798197777,0.1342196709840216,0.04147628946093192,Idle
0,0.34527871086977713,0.15542927508553292,0.04595914912480931,Idle
0,0.28120040030603094,0.1451014039629532,0.03517403979679711,Idle
0,0.3679669080181176,0.15383328456049136,0.03513937940903064,Idle
0,0.2909791581567918,0.14032031333305234,0.040893266317200576,Idle
0,0.36639026978114264,0.15536408480626837,0.037556282553484685,Idle
0,0.37768789867913494,0.1629332241880205,0.041551585071501494,Idle
0,0.34795380131327003,0.15443960665259418,0.03689263712701169,Idle
0,0.3349935848756868,0.13468428815835326,0.036978631330724064,Idle
0,0.3157629943470224,0.15145067758594707,0.03872608266834695,Idle
0,0.3049437156030486,0.15431785291583067,0.03785371626653656,Idle
0,0.3416092379964189,0.1526962150042718,0.04307261076289512,Idle
0,0.3690760273383869,0.16812337775484723,0.045539144571994566,Idle
0,0.3136534771504849,0.1582976040888185,0.03886625265130931,Idle
0,0.3123854412571737,0.17029529608700109,0.040681307537043576,Idle
0,0.33361993192750133,0.16707738415024517,0.04185771071248994,Idle
0,0.3612136871590674,0.14631465146756947,0.037346957965423117,Idle
0,0.354104707544462,0.15259763418231193,0.04140116710669958,Idle
0,0.3209063946238456,0.15959890838470492,0.04151645965888334,Idle
0,0.33286055340359416,0.12833012800886753,0.04310681449523851,Idle
0,0.33588499968700397,0.12829210806252317,0.04001382859236645,Idle
0,0.3362549185644622,0.15368594571105215,0.04134964849246246,Idle
0,0.3729866030211557,0.13512614870689438,0.04527133059413664,Idle
0,0.28582654717872513,0.1476449047830733,0.044973138298097466,Idle
0,0.34808596692385374,0.1429953642396096,0.03870407070898504,Idle
0,0.31757962172011833,0.1313883970798848,0.03834275982490483,Idle
0,0.35970447853752446,0.13149594448887528,0.035812012717935375,Idle
0,0.37492668809565377,0.14830487746136561,0.03885219207313341,Idle
0,0.3287242805827837,0.16486023004927022,0.045734380147755584,Idle
0,0.3450178659223592,0.13663281014760012,0.03467201823077482,Idle
0,0.32965211136332245,0.16161573722453657,0.03908519960897206,Idle
0,0.33759552155603034,0.12782355514554536,0.034263757417325694,Idle
0,0.3125553150167961,0.145442431276603,0.03779606950682006,Idle
0,0.3023807369069162,0.13034860502888143,0.04081957370384785,Idle
0,0.32305834336226474,0.13996150158513135,0.04086831851970435,Idle
0,0.3122158680725479,0.15110617548575142,0.03631785978110525,Idle
0,0.35087005249579883,0.13253943486714864,0.043400227399082704,Idle
0,0.3761959855179868,0.1323160566499704,0.042957223657408845,Idle
0,0.33937954025709255,0.16164578771707705,0.036629313437348696,Idle
0,0.3444628510162342,0.14037022754335876,0.040057957381348513,Idle
0,0.367838335812857,0.13475755969288966,0.037789186736828344,Idle
0,0.284719086663642,0.13833735450239493,0.034257448769945645,Idle
0,0.3611600735520118,0.17061191220004338,0.0423510807637782,Idle
0,0.29735165934428204,0.15439952277167088,0.04005800246932539,Idle
0,0.36400870085435044,0.1428558357568003,0.03662063815582052,Idle
0,0.3223218573429075,0.1445202834084584,0.03873564228229549,Idle
0,0.37069130294419367,0.1295849782208658,0.04295881714306151,Idle
0,0.3516969610127942,0.15347358909978456,0.04337254481506638,Idle
0,0.34431295442834875,0.15541776718225533,0.0406001606245195,Idle
0,0.3025427491438769,0.17147683394113525,0.044070044134720716,Idle
0,0.3469227960207975,0.1293321871318935,0.044171848691790604,Idle
0,0.3430972779629042,0.13767734090133266,0.042643631448271505,Idle
0,0.3004864320328468,0.14529923978335166,0.03716582543252394,Idle
0,0.3330241916935512,0.17214458020302384,0.036178565346422414,Idle
0,0.3005027083510608,0.15075863668725717,0.039631218913772435,Idle
0,0.360450972155123,0.13358351101330487,0.04226609990065338,Idle
0,0.33431131200942105,0.16923938851366596,0.042732342262129075,Idle
0,0.3304537069641233,0.1677136477155064,0.037497249818586965,Idle
0,0.2931909053137591,0.1489865040186262,0.03510871236414077,Idle
0,0.3061113418117402,0.15458681907512586,0.03921051509947506,Idle
0,0.34215221076473745,0.14916577063000086,0.038114993141000565,Idle
0,0.3152381235468159,0.13076889696446317,0.04459523013382526,Idle
0,0.302483606801996,0.14911403293489997,0.04233650189985424,Idle
0,0.375809456785632,0.13288974364555803,0.03977621971337206,Idle
0,0.33023815752326285,0.15672193112300384,0.03846976474953987,Idle
0,0.3634528806122392,0.14073436136619014,0.03400341324404379,Idle
0,0.2986579982522122,0.12872066738778265,0.035325136797452916,Idle
0,0.31281453426169104,0.14551872699675292,0.04290824256623025,Idle
0,0.33517854947278447,0.14161407289511388,0.03541745629467346,Idle
0,0.3025963093489478,0.13907217390731194,0.03851385780526703,Idle
0,0.3653935580333627,0.1375568195526192,0.03626714053831729,Idle
0,0.3588345144749809,0.14103327870002555,0.03521901106217318,Idle
0,0.33471146599525226,0.15152639758949976,0.03707338241462847,Idle
0,0.2949790194221836,0.16614512751170868,0.03735998816414953,Idle
0,0.32146856460753076,0.16995697409734706,0.043501457441368054,Idle
0,0.3785344291123663,0.13542022741488086,0.03989224028164899,Idle
0,0.298282785194186,0.15851849655066255,0.04138878280910741,Idle
0,0.3383383588854747,0.16336291939187472,0.03612515477070221,Idle
0,0.3204332750903295,0.1671345825527527,0.03835617333453306,Idle
0,0.3556900100682832,0.14765912834098513,0.044260332278719776,Idle
0,0.31076544343463597,0.1574101722876134,0.03912913996312841,Idle
0,0.3710802464352675,0.17194700938480942,0.043952582170503095,Idle
0,0.28172561791061096,0.16833404126802343,0.04329828144861516,Idle
0,0.32605483548899944,0.1702295323593026,0.042595834007476796,Idle
0,0.31407261571580075,0.15739922986740748,0.034205721224377116,Idle
0,0.3146475892632735,0.1550526602764207,0.03741440263619164,Idle
0,0.32606538175664374,0.13050005891684652,0.038560804883424414,Idle
0,0.2902121593407602,0.13837459027948984,0.03955263228910587,Idle
0,0.29009680004313004,0.1289500371023333,0.03508730529689779,Idle
0,0.3355863099871683,0.14830199772348637,0.034753382811301685,Idle
0,0.367377871300273,0.1587771835497497,0.04590973469970832,Idle
0,0.29495866757050654,0.17173639087140674,0.04384434107142471,Idle
0,0.3207654041889028,0.15245939653120819,0.034546407074424336,Idle
0,0.33934121618956453,0.15359644491292274,0.03446656881546947,Idle
0,0.28766391380324174,0.12907659995123497,0.03873649059498046,Idle
0,0.3594431497599588,0.14161619863521321,0.04357709155009438,Idle
0,0.36710861689440716,0.13507017563960297,0.037479519011500324,Idle
0,0.3099770626206687,0.15988871118614867,0.04508541265596202,Idle
0,0.3642414004255249,0.1622610245166666,0.03450334936064004,Idle
0,0.32170235325832175,0.1316635211673688,0.044664488226808706,Idle
0,0.2931258960515565,0.1428747470720453,0.04159359534731677,Idle
0,0.3263762312027555,0.14345339450761335,0.04377237281153952,Idle
0,0.30008946568923967,0.13581625913584025,0.04429671417814165,Idle
0,0.30375189527798013,0.1710846038907532,0.03759412238028031,Idle
0,0.34965734734980247,0.12919269642554299,0.04294826820525917,Idle
0,0.3081082274571564,0.14051257405045245,0.03977925413637618,Idle
0,0.28345641727494253,0.1669862931044675,0.041407328418924916,Idle
0,0.3243808410859019,0.13587449818139605,0.040508940455411174,Idle
0,0.35676600715508694,0.1386379229151347,0.03897605460813639,Idle
0,0.3460803023849323,0.15570874221228861,0.03658296215948022,Idle
0,0.3311055277979529,0.1322277104865791,0.04509581530311779,Idle
0,0.2908284015421702,0.14343841275954144,0.03665354335398926,Idle
0,0.3271041004428312,0.1671449311624091,0.034276961610371026,Idle
0,0.31379668606210953,0.14962243323567612,0.04557858713445756,Idle
0,0.3675635372397395,0.14831466405486288,0.03756267796886133,Idle
0,0.3599500863528996,0.14112301555081305,0.04164883231507714,Idle
0,0.3208772994758608,0.1482550165739802,0.042500634591811276,Idle
0,0.34575956382794465,0.15436178440496676,0.03690345903274264,Idle
0,0.29412132133797353,0.12971581816222624,0.04140594848821494,Idle
0,0.3057576183752975,0.12967385578695606,0.042667337922579485,Idle
0,0.3338382999150006,0.12831666363145977,0.045169694786234324,Idle
0,0.3137105103765069,0.1648773205789912,0.03685373710466573,Idle
0,0.32583059839954676,0.14797044573189844,0.03704135910982242,Idle
0,0.3712824532654713,0.14842415640031353,0.0441490677001446,Idle
0,0.32715999685769104,0.1341449327007112,0.034962954145365356,Idle
0,0.34357994688329657,0.142828671981851,0.04133434367330997,Idle
0,0.29221584868785233,0.14414278561651533,0.03701434295024217,Idle
0,0.31485555182605895,0.1408028667906585,0.03561413815902606,Idle
0,0.28750558405642995,0.12784678475995118,0.034968651513115706,Idle
0,0.2974383167968486,0.13405211961946167,0.04530480384348419,Idle
0,0.3486758325100427,0.1560809999203141,0.039309933635936746,Idle
0,0.2993874830009798,0.15967005194345907,0.04019334329751512,Idle
0,0.36766595010910497,0.13683475781263424,0.03587191584303065,Idle
0,0.29973663373481174,0.13908126115191957,0.04054384280840159,Idle
0,0.30836209905707335,0.166439827391379,0.03506175841192134,Idle
0,0.36672907504342417,0.1588486710213822,0.043251019382664964,Idle
0,0.30552840913334667,0.13707000565681152,0.042801119148587745,Idle
0,0.33889397898582424,0.15451725814680536,0.03552871708213802,Idle
0,0.3564790916205338,0.13340866268983892,0.03422778080562492,Idle
0,0.35368396313700795,0.16788631147012414,0.034101456416774825,Idle
0,0.3351217094507402,0.14076135741795606,0.04501690065278053,Idle
0,0.28683332893960745,0.14088391714083862,0.042357815280998176,Idle
0,0.36005108836084987,0.15632193192892532,0.039855248448676044,Idle
0,0.29123332879121905,0.14910410867477505,0.034541544969368905,Idle
0,0.3498692510275506,0.13635818102114214,0.03718827500484237,Idle
0,0.3530845555539598,0.14316117046223065,0.04254822357002801,Idle
0,0.31337680716037725,0.15322706673792694,0.03865465886194647,Idle
0,0.35495618884345576,0.14722999413427876,0.04388146792960176,Idle
0,0.351513269179507,0.15769114940266882,0.03959056573755322,Idle
0,0.33711606111788794,0.16429549478488414,0.03456993333016129,Idle
0,0.32358750645643,0.13261261026635993,0.03946135713088922,Idle
0,0.3150293776084536,0.14845368223521188,0.04126225821849157,Idle
0,0.3640420307749854,0.15212406414517932,0.03649279691716803,Idle
0,0.30081902273977934,0.14818338817797685,0.04374718130504055,Idle
0,0.3168615299726197,0.1330873962836583,0.045901663905555744,Idle
0,0.34826838121178144,0.16192263985361133,0.03810696536194766,Idle
0,0.33518481967104036,0.16537909324489347,0.03725855014972777,Idle
0,0.3333426244003084,0.17234749219230908,0.03758672534308726,Idle
0,0.28368462185689697,0.15648303586491694,0.04104006073158951,Idle
0,0.2949331116085504,0.14534277229333922,0.03686101862085412,Idle
0,0.35302998504997946,0.13396015010193976,0.03647616818215814,Idle
0,0.3586458433799034,0.13812306803920582,0.03695409060322085,Idle
0,0.3745358262367451,0.14590319239918284,0.03998128616301292,Idle
0,0.32412702966860096,0.13465707158285595,0.045530353100053225,Idle
0,0.30385062526735673,0.1381686646395997,0.03732790740751268,Idle
0,0.31398814686494725,0.1301003867674016,0.04484255093153632,Idle
0,0.3213044824342575,0.15692545502443914,0.04357899327770265,Idle
0,0.3497575803034502,0.15459372422839146,0.04494944452777027,Idle
0,0.3728442717719877,0.14430824906341805,0.04414661662508833,Idle
0,0.35266542515848615,0.14974795875848165,0.044643005736198005,Idle
0,0.357515165672611,0.15724820494768976,0.03447824704889802,Idle
0,0.3109079823031717,0.1340953002750787,0.034265987913143066,Idle
0,0.338016038624006,0.16903438660128026,0.045867271799025076,Idle
0,0.3229242283516266,0.14630246389382573,0.036401801847539265,Idle
0,0.3205275573929885,0.17094050225521898,0.03950804402259819,Idle
0,0.37331271361568674,0.15820832317678293,0.04251480885749295,Idle
0,0.32386370453726976,0.13184828601809756,0.03534286893969887,Idle
0,0.31114089533450917,0.12989927037476817,0.040196516881368584,Idle
0,0.36323356277744145,0.15923023607232617,0.04492517345499324,Idle
0,0.28357013726604074,0.13783416337751606,0.03683845024104352,Idle
0,0.2846357187059435,0.14681262095493605,0.037755352663703834,Idle
0,0.2977143564898104,0.12921571426962564,0.04341460753385522,Idle
0,0.2867634153153172,0.14861879381455728,0.04063054660702486,Idle
0,0.35753575952269046,0.13738763272558568,0.04373398835121788,Idle
0,0.2864147659539618,0.13089976098599457,0.03411679716006284,Idle
0,0.29104989004781656,0.14025758901792104,0.03614252113031734,Idle
0,0.3238626205234974,0.16639022752948038,0.03926643182503186,Idle
0,0.3222717438904656,0.1381293457533971,0.043310440844897206,Idle
0,0.2958006495700784,0.14705332530135523,0.03974750664765713,Idle
0,0.2907449024325102,0.14327959119910938,0.034731058786597865,Idle
0,0.29924965986803786,0.15866749030415936,0.042677352654385756,Idle
0,0.310927968034042,0.13163467135906917,0.04036324691389208,Idle
0,0.29815434280111064,0.1293622311051605,0.04278711763303196,Idle
0,0.36581605394727634,0.14127022908445608,0.042963831642419764,Idle
0,0.29063932571204953,0.14803426651654686,0.04581802413038665,Idle
0,0.36436208702044115,0.14638810414915082,0.045603613333378784,Idle
0,0.37293504609911104,0.14548026373684686,0.03949019953751762,Idle
0,0.36702814045132953,0.13294950068697173,0.04282363016613479,Idle
0,0.36190617635545985,0.1417197138036113,0.04440916755582526,Idle
0,0.34450968400507026,0.14610427885970984,0.038427444860866425,Idle
0,0.2833171940734609,0.1480407426683137,0.03796663749000094,Idle
0,0.3644321381002587,0.1564711611901707,0.03729775927146555,Idle
0,0.3519952344121276,0.14072428583272592,0.038852776733378364,Idle
0,0.29916024545348097,0.16753345090057395,0.04500717323144091,Idle
0,0.31121924932300576,0.1710352770076447,0.03842138044399107,Idle
0,0.36540712836644385,0.16300550287431173,0.04495564013233135,Idle
0,0.3243362859508392,0.13150314056255033,0.036591015722010026,Idle
0,0.2895441337828133,0.15372885014384416,0.04219459705478086,Idle
0,0.31179811375631916,0.16815126828329854,0.038333991161405095,Idle
0,0.28755775148621976,0.16637236088484947,0.04090777734863827,Idle
0,0.3627768677434165,0.1429292218317509,0.03570857415114398,Idle
0,0.28846748379502557,0.16234263595091272,0.03557560584766916,Idle
0,0.36963232071644797,0.1397998629272611,0.04403602961081747,Idle
0,0.33618474828968575,0.12959089857860684,0.03481651117212321,Idle
0,0.37387022153163885,0.15297450663314546,0.045961557859915396,Idle
0,0.3484548658765318,0.15124747644384484,0.03530589680979782,Idle
0,0.3393803399586364,0.17105817070709706,0.03936284875164644,Idle
0,0.284628247322479,0.16507082351643002,0.0454536456588262,Idle
0,0.35135598149069575,0.13878393097779537,0.04261059653126106,Idle
0,0.3434714203307089,0.13672036356593825,0.03618080441281183,Idle
0,0.290325735525633,0.1367257167855399,0.03901997817118429,Idle
0,0.3062442894637356,0.14778455955877104,0.038223640249914446,Idle
0,0.37778441936763063,0.14632837634076984,0.038043806264152116,Idle
0,0.2904445659463763,0.16031312323660132,0.039126923671724476,Idle
0,0.3760240458627869,0.1625763962513033,0.04451128138908745,Idle
0,0.3141267743349267,0.15645016187885638,0.035646769470609914,Idle
0,0.3544786863850476,0.14370407983871164,0.03776025029468673,Idle
0,0.36755704620153623,0.1451776607959531,0.03451212383205348,Idle
0,0.3376891178273744,0.14696371391096572,0.04401029199499708,Idle
0,0.3791467752718977,0.1395712750261732,0.036350858634888066,Idle
0,0.2994978663498491,0.1649475061891312,0.03923557370749834,Idle
0,0.29600267590825946,0.16062774818926398,0.036818027363772814,Idle
0,0.3516631927319324,0.13977312527358352,0.041963504519783694,Idle
0,0.32636914557062985,0.1278208537011064,0.04006686633862695,Idle
0,0.29488086374969574,0.1285824179977837,0.042374586339249815,Idle
0,0.320711040790291,0.1477401833388068,0.04441144767986191,Idle
0,0.3726342682003992,0.16710320248447855,0.04381322713740388,Idle
0,0.35104619673717724,0.16292243891900543,0.03515554813507655,Idle
0,0.35011849093144737,0.13007900102597122,0.035413933053036466,Idle
0,0.32652253566230904,0.1402683047769098,0.04447709470202499,Idle
0,0.35521461510988067,0.1436577244544813,0.03603293077554631,Idle
0,0.3751948092647989,0.15728820109246264,0.043678445937084004,Idle
0,0.29212765687184494,0.16786565944825593,0.0378729451787744,Idle
0,0.3421011029942353,0.1579348135319649,0.03704386716668618,Idle
0,0.3744256567408348,0.16501738312173228,0.04550657311039116,Idle
0,0.375734632661751,0.15237375447362947,0.036952946607821974,Idle
0,0.3148609846622008,0.15005547616863038,0.04544501628685224,Idle
0,0.2963501338058737,0.1700393433263412,0.04172374299915654,Idle
0,0.3280000325765407,0.15680410055050512,0.0384741905026287,Idle
0,0.37480217085690637,0.15133031498128777,0.03612528523326413,Idle
0,0.3240794769262106,0.14402468087192905,0.042234889776386335,Idle
0,0.3689225398670806,0.15912780547544317,0.03776838639544577,Idle
0,0.3148581034615907,0.14824484310376793,0.04420223668232404,Idle
0,0.30810295917902664,0.13952741173864017,0.04417289615034527,Idle
0,0.30734202901357605,0.14958986624167786,0.043542697458273195,Idle
0,0.3394835934022536,0.14805565028118256,0.045261628584687,Idle
0,0.3228782558789767,0.13951701338977712,0.042970251778069166,Idle
0,0.3726259163057032,0.1633540221626685,0.03785793574359903,Idle
0,0.28764366486750337,0.14977265931284678,0.040985619399563106,Idle
0,0.37005321329302027,0.15873066502228997,0.0412510554308949,Idle
0,0.37320883494852003,0.1296095395567331,0.034404595797326104,Idle
0,0.3790747232335623,0.15246611997062293,0.03422833202855916,Idle
0,0.3128540399108606,0.1646370195647062,0.03834370569933719,Idle
0,0.29859900854548527,0.13850603156362065,0.03957669080258631,Idle
0,0.3761946912538258,0.1557489350053509,0.04273582813857092,Idle
0,0.3196628145253026,0.15292584780345828,0.03609160440842113,Idle
0,0.34250121408259865,0.1574869286439862,0.03867525999253326,Idle
0,0.30710431894854234,0.16656448016964753,0.04267953339081952,Idle
0,0.34099006897163764,0.14990232986801252,0.04332271023187226,Idle
0,0.35868987662934065,0.1338928467508066,0.03524482601665348,Idle
0,0.3488619031984129,0.14701362307268173,0.042094205032605116,Idle
0,0.35654934238138064,0.17009766739999083,0.04219330392600029,Idle
0,0.36861966412418673,0.1564375567780845,0.038428088851546714,Idle
0,0.30324055336970046,0.1313326968276308,0.03402889714698616,Idle
0,0.3563953559195113,0.14380719862370753,0.0382530078173278,Idle
